step,actual_error,pred_error,intr_reward,is_noisy
93,0.17173214256763458,-0.05622338876128197,1.0,False
94,0.1718461513519287,-0.07810206711292267,1.0,False
95,0.17187897861003876,-0.07715506851673126,1.0,False
96,0.1718965321779251,-0.07223143428564072,1.0,False
97,0.17170071601867676,-0.07963381707668304,1.0,False
98,0.17176687717437744,-0.07641690969467163,1.0,False
99,0.17171208560466766,-0.07057951390743256,1.0,False
100,0.17185302078723907,-0.04895424470305443,1.0,False
101,0.17189359664916992,-0.0745178610086441,1.0,False
102,0.17189256846904755,-0.07609588652849197,1.0,False
103,0.172001913189888,-0.08881604671478271,1.0,False
104,0.17185354232788086,-0.08750122785568237,1.0,False
105,0.17179030179977417,-0.07927141338586807,1.0,False
106,0.1718507558107376,-0.0613885372877121,1.0,False
107,0.17183928191661835,-0.053313203155994415,1.0,False
108,0.17179183661937714,-0.069820336997509,1.0,False
109,0.1718604564666748,-0.07144026458263397,1.0,False
110,0.17171381413936615,-0.059463098645210266,1.0,False
111,0.1717389076948166,-0.037952274084091187,1.0,False
112,0.1717437505722046,-0.0650593489408493,1.0,False
113,0.17175917327404022,-0.077504962682724,1.0,False
114,0.17175452411174774,-0.07786870002746582,1.0,False
115,0.17158901691436768,-0.06451980769634247,1.0,False
116,0.17160050570964813,-0.06635613739490509,1.0,False
117,0.1715751439332962,-0.07971794903278351,1.0,False
118,0.1717449575662613,-0.07761748880147934,1.0,False
119,0.1717529296875,-0.09620989114046097,1.0,False
120,0.17175398766994476,-0.05340145528316498,1.0,False
121,0.17160063982009888,-0.047626785933971405,1.0,False
122,0.17171765863895416,-0.055500030517578125,1.0,False
123,0.17176121473312378,-0.0695643275976181,1.0,False
124,0.17175476253032684,-0.06900157779455185,1.0,False
125,0.1717551350593567,-0.07370609045028687,1.0,False
126,0.17176520824432373,-0.053146351128816605,1.0,False
127,0.17174625396728516,-0.08922210335731506,1.0,False
128,0.1718187779188156,-0.11340422183275223,1.0,False
129,0.17189304530620575,-0.06518730521202087,1.0,False
130,0.1718980073928833,-0.07434525340795517,1.0,False
131,0.17188821732997894,-0.05011031776666641,1.0,False
132,0.17171089351177216,-0.04742099344730377,1.0,False
133,0.17171011865139008,-0.08839298039674759,1.0,False
134,0.17176926136016846,-0.05688595399260521,1.0,False
135,0.17163991928100586,-0.07461021095514297,1.0,False
136,0.17169161140918732,-0.09031597524881363,1.0,False
137,0.17167198657989502,-0.05660346895456314,1.0,False
138,0.17167146503925323,-0.0939667671918869,1.0,False
139,0.17168200016021729,-0.07509855180978775,1.0,False
140,0.17148645222187042,-0.06531186401844025,1.0,False
141,0.1716480851173401,-0.06268633902072906,1.0,False
142,0.17168287932872772,-0.08893392235040665,1.0,False
143,0.17149126529693604,-0.07923045009374619,1.0,False
144,0.17177124321460724,-0.07355205714702606,1.0,False
145,0.17178767919540405,-0.07879355549812317,1.0,False
146,0.1718761920928955,-0.06669879704713821,1.0,False
147,0.1719621866941452,-0.04946254938840866,1.0,False
148,0.1719556301832199,-0.06040634959936142,1.0,False
149,0.17196674644947052,-0.061225757002830505,1.0,False
150,0.17196185886859894,-0.07672610878944397,1.0,False
151,0.17196954786777496,-0.06258221715688705,1.0,False
152,0.17198403179645538,-0.07580096274614334,1.0,False
153,0.1719750165939331,-0.06433740258216858,1.0,False
154,0.1719619631767273,-0.07707546651363373,1.0,False
155,0.17196530103683472,-0.06670181453227997,1.0,False
156,0.17196260392665863,-0.08483314514160156,1.0,False
157,0.1719909906387329,-0.1011294350028038,1.0,False
158,0.17176473140716553,-0.08517695963382721,1.0,False
159,0.1714952141046524,-0.07314683496952057,1.0,False
160,0.16828985512256622,-0.1152799129486084,1.0,False
161,0.16831155121326447,-0.10744620114564896,1.0,False
162,0.1683255434036255,-0.10669180005788803,1.0,False
163,0.1682993769645691,-0.09242305159568787,1.0,False
164,0.1682884693145752,-0.11640781164169312,1.0,False
165,0.16814441978931427,-0.11860928684473038,1.0,False
166,0.1682848334312439,-0.11286261677742004,1.0,False
167,0.16833575069904327,-0.12234073877334595,1.0,False
168,0.16831445693969727,-0.106438048183918,1.0,False
169,0.16813592612743378,-0.10716064274311066,1.0,False
170,0.16823779046535492,-0.0916580781340599,1.0,False
171,0.1683105230331421,-0.1257891207933426,1.0,False
172,0.1681535691022873,-0.11361716687679291,1.0,False
173,0.16828618943691254,-0.11569690704345703,1.0,False
174,0.16831670701503754,-0.09987951815128326,1.0,False
175,0.168959379196167,-0.09923994541168213,1.0,False
176,0.16887135803699493,-0.09631668031215668,1.0,False
177,0.1692201942205429,-0.11541345715522766,1.0,False
178,0.16937239468097687,-0.11450415104627609,1.0,False
179,0.16936857998371124,-0.10064874589443207,1.0,False
180,0.16938607394695282,-0.12289385497570038,1.0,False
181,0.16937126219272614,-0.08717872202396393,1.0,False
182,0.1693790704011917,-0.1045570969581604,1.0,False
183,0.1693580150604248,-0.08288247883319855,1.0,False
184,0.16938342154026031,-0.11043580621480942,1.0,False
185,0.16938994824886322,-0.11650175601243973,1.0,False
186,0.1693580597639084,-0.09283529222011566,1.0,False
187,0.1693783402442932,-0.09472271800041199,1.0,False
188,0.16937832534313202,-0.14303971827030182,1.0,False
189,0.1693693846464157,-0.12861108779907227,1.0,False
190,0.1693953424692154,-0.08991610258817673,1.0,False
191,0.16937048733234406,-0.0968264490365982,1.0,False
192,0.16936416923999786,-0.11562405526638031,1.0,False
193,0.16936524212360382,-0.0862135961651802,1.0,False
194,0.1693720817565918,-0.11080270260572433,1.0,False
195,0.16934038698673248,-0.09409533441066742,1.0,False
196,0.169319286942482,-0.10417632758617401,1.0,False
197,0.16943739354610443,-0.11492103338241577,1.0,False
198,0.16939634084701538,-0.0692635029554367,1.0,False
199,0.1693909913301468,-0.09693487733602524,1.0,False
200,0.1693601757287979,-0.09522660076618195,1.0,False
201,0.16937966644763947,-0.1178244799375534,1.0,False
202,0.1693694144487381,-0.1166396513581276,1.0,False
203,0.16939197480678558,-0.12077327072620392,1.0,False
204,0.16938097774982452,-0.08733095228672028,1.0,False
205,0.16938309371471405,-0.12563546001911163,1.0,False
206,0.16939109563827515,-0.1136830747127533,1.0,False
207,0.16935229301452637,-0.10370457172393799,1.0,False
208,0.1693749874830246,-0.09503070265054703,1.0,False
209,0.16939155757427216,-0.1236332431435585,1.0,False
210,0.1693819910287857,-0.11777146905660629,1.0,False
211,0.16939930617809296,-0.0940762311220169,1.0,False
212,0.1693660020828247,-0.10292331874370575,1.0,False
213,0.1690714955329895,-0.1177203431725502,1.0,False
214,0.16913948953151703,-0.08134106546640396,1.0,False
215,0.16914796829223633,-0.12532882392406464,1.0,False
216,0.1691325157880783,-0.10188281536102295,1.0,False
217,0.16911716759204865,-0.1142750158905983,1.0,False
218,0.16894173622131348,-0.12126416712999344,1.0,False
219,0.16891098022460938,-0.11459414660930634,1.0,False
220,0.16892516613006592,-0.10843586921691895,1.0,False
221,0.16892988979816437,-0.0905623510479927,1.0,False
222,0.16893112659454346,-0.09876148402690887,1.0,False
223,0.16895122826099396,-0.11089041829109192,1.0,False
224,0.16865499317646027,-0.09338979423046112,1.0,False
225,0.16876469552516937,-0.08516301959753036,1.0,False
226,0.16887100040912628,-0.108160100877285,1.0,False
227,0.1686706393957138,-0.10324700176715851,1.0,False
228,0.1688510924577713,-0.10265000909566879,1.0,False
229,0.168871209025383,-0.09133072942495346,1.0,False
230,0.16902394592761993,-0.12118569016456604,1.0,False
231,0.16903449594974518,-0.13672678172588348,1.0,False
232,0.16902883350849152,-0.10345834493637085,1.0,False
233,0.16923105716705322,-0.10406772047281265,1.0,False
234,0.16977210342884064,-0.0920281857252121,1.0,False
235,0.16978462040424347,-0.10396759957075119,1.0,False
236,0.16966573894023895,-0.12161851674318314,1.0,False
237,0.16965879499912262,-0.12168768048286438,1.0,False
238,0.16966800391674042,-0.12273097783327103,1.0,False
239,0.16964828968048096,-0.14713312685489655,1.0,False
240,0.16514180600643158,-0.151755690574646,1.0,False
241,0.16470180451869965,-0.1401877999305725,1.0,False
242,0.16486401855945587,-0.13728293776512146,1.0,False
243,0.1648508906364441,-0.14287370443344116,1.0,False
244,0.16467870771884918,-0.1428537666797638,1.0,False
245,0.1649225801229477,-0.1517910212278366,1.0,False
246,0.16499172151088715,-0.15236425399780273,1.0,False
247,0.16510051488876343,-0.15351302921772003,1.0,False
248,0.16470128297805786,-0.1498061716556549,1.0,False
249,0.16459667682647705,-0.14811642467975616,1.0,False
250,0.16508062183856964,-0.148737832903862,1.0,False
251,0.16510233283042908,-0.15759703516960144,1.0,False
252,0.1651911586523056,-0.16085149347782135,1.0,False
253,0.16516607999801636,-0.15895876288414001,1.0,False
254,0.16511161625385284,-0.15133020281791687,1.0,False
255,0.1650557518005371,-0.16779470443725586,1.0,False
256,0.16505853831768036,-0.1236778125166893,1.0,False
257,0.16508860886096954,-0.17187637090682983,1.0,False
258,0.165081188082695,-0.1691049486398697,1.0,False
259,0.16508296132087708,-0.144145667552948,1.0,False
260,0.1651182770729065,-0.1624123752117157,1.0,False
261,0.16512784361839294,-0.18304309248924255,1.0,False
262,0.16509416699409485,-0.14005528390407562,1.0,False
263,0.16508930921554565,-0.12593375146389008,1.0,False
264,0.16509191691875458,-0.13895972073078156,1.0,False
265,0.1651010513305664,-0.13145679235458374,1.0,False
266,0.1651042103767395,-0.14411503076553345,1.0,False
267,0.16506050527095795,-0.15864905714988708,1.0,False
268,0.16515587270259857,-0.1629360169172287,1.0,False
269,0.1651221662759781,-0.11489441990852356,1.0,False
270,0.16515891253948212,-0.14842408895492554,1.0,False
271,0.16512715816497803,-0.14968731999397278,1.0,False
272,0.16517457365989685,-0.15151728689670563,1.0,False
273,0.16513197124004364,-0.12868043780326843,1.0,False
274,0.16513143479824066,-0.12791407108306885,1.0,False
275,0.1650766134262085,-0.1419009268283844,1.0,False
276,0.16524843871593475,-0.13136158883571625,1.0,False
277,0.16549991071224213,-0.13877075910568237,1.0,False
278,0.16521935164928436,-0.16312308609485626,1.0,False
279,0.165133997797966,-0.13598580658435822,1.0,False
280,0.1651642769575119,-0.1339733749628067,1.0,False
281,0.16501297056674957,-0.1467687487602234,1.0,False
282,0.1649729162454605,-0.1708223819732666,1.0,False
283,0.16500292718410492,-0.16023091971874237,1.0,False
284,0.16507138311862946,-0.13114672899246216,1.0,False
285,0.16513262689113617,-0.14399296045303345,1.0,False
286,0.1651909500360489,-0.13288316130638123,1.0,False
287,0.1650015413761139,-0.1312284618616104,1.0,False
288,0.1651657074689865,-0.14009638130664825,1.0,False
289,0.16507072746753693,-0.13274326920509338,1.0,False
290,0.16521717607975006,-0.13248667120933533,1.0,False
291,0.16522283852100372,-0.1399727463722229,1.0,False
292,0.16504456102848053,-0.1283591091632843,1.0,False
293,0.16521896421909332,-0.1544562131166458,1.0,False
294,0.16519321501255035,-0.146266907453537,1.0,False
295,0.16513895988464355,-0.13811033964157104,1.0,False
296,0.1652327924966812,-0.1645268052816391,1.0,False
297,0.1650434136390686,-0.13556110858917236,1.0,False
298,0.16530269384384155,-0.13685345649719238,1.0,False
299,0.16549724340438843,-0.16808225214481354,1.0,False
300,0.1654871106147766,-0.11536538600921631,1.0,False
301,0.1655355989933014,-0.16534149646759033,1.0,False
302,0.16559283435344696,-0.1403745859861374,1.0,False
303,0.1656346470117569,-0.1613745093345642,1.0,False
304,0.16561326384544373,-0.14542938768863678,1.0,False
305,0.16563144326210022,-0.17574593424797058,1.0,False
306,0.1655619740486145,-0.13211341202259064,1.0,False
307,0.16559000313282013,-0.15942338109016418,1.0,False
308,0.1655908226966858,-0.1621510535478592,1.0,False
309,0.1642284244298935,-0.12057650089263916,1.0,False
310,0.16392306983470917,-0.1500532478094101,1.0,False
311,0.163900688290596,-0.137588232755661,1.0,False
312,0.16375328600406647,-0.1305435746908188,1.0,False
313,0.16361795365810394,-0.13361307978630066,1.0,False
314,0.1636318415403366,-0.13629752397537231,1.0,False
315,0.16375859081745148,-0.13003166019916534,1.0,False
316,0.16365909576416016,-0.15121853351593018,1.0,False
317,0.1637006551027298,-0.15711401402950287,1.0,False
318,0.16379156708717346,-0.14299163222312927,1.0,False
319,0.16365155577659607,-0.14987300336360931,1.0,False
320,0.15714213252067566,-0.2031230479478836,1.0,False
321,0.156847283244133,-0.1732223629951477,1.0,False
322,0.15696711838245392,-0.19644877314567566,1.0,False
323,0.1568664312362671,-0.1827494502067566,1.0,False
324,0.15688897669315338,-0.19168861210346222,1.0,False
325,0.1569412350654602,-0.16003963351249695,1.0,False
326,0.15667429566383362,-0.1471927911043167,1.0,False
327,0.1567128747701645,-0.19098807871341705,1.0,False
328,0.15688399970531464,-0.21055971086025238,1.0,False
329,0.15693803131580353,-0.1830792874097824,1.0,False
330,0.15676425397396088,-0.20190007984638214,1.0,False
331,0.15686564147472382,-0.1780978888273239,1.0,False
332,0.15663579106330872,-0.20158974826335907,1.0,False
333,0.1567610651254654,-0.18433913588523865,1.0,False
334,0.15687312185764313,-0.1927172988653183,1.0,False
335,0.15684878826141357,-0.21622078120708466,1.0,False
336,0.15680857002735138,-0.15543511509895325,1.0,False
337,0.15680156648159027,-0.15859733521938324,1.0,False
338,0.15667416155338287,-0.19089889526367188,1.0,False
339,0.1569742113351822,-0.19730709493160248,1.0,False
340,0.15699931979179382,-0.18481291830539703,1.0,False
341,0.1568489819765091,-0.200274258852005,1.0,False
342,0.15693305432796478,-0.16797028481960297,1.0,False
343,0.15686796605587006,-0.21275471150875092,1.0,False
344,0.15693862736225128,-0.21414120495319366,1.0,False
345,0.15702511370182037,-0.1833370476961136,1.0,False
346,0.15714971721172333,-0.17390894889831543,1.0,False
347,0.15701259672641754,-0.1750120222568512,1.0,False
348,0.1568632870912552,-0.19701965153217316,1.0,False
349,0.1576172262430191,-0.17065604031085968,1.0,False
350,0.15760254859924316,-0.17890174686908722,1.0,False
351,0.1576763093471527,-0.18554212152957916,1.0,False
352,0.1577623039484024,-0.21261972188949585,1.0,False
353,0.15782152116298676,-0.19334354996681213,1.0,False
354,0.15777426958084106,-0.17632681131362915,1.0,False
355,0.15765957534313202,-0.1893293410539627,1.0,False
356,0.1575758308172226,-0.17256774008274078,1.0,False
357,0.15751461684703827,-0.19234396517276764,1.0,False
358,0.15779699385166168,-0.21504326164722443,1.0,False
359,0.1578965038061142,-0.1939897984266281,1.0,False
360,0.15796798467636108,-0.21681906282901764,1.0,False
361,0.1573939025402069,-0.20057734847068787,1.0,False
362,0.15753471851348877,-0.21183906495571136,1.0,False
363,0.157765194773674,-0.20901495218276978,1.0,False
364,0.15782426297664642,-0.21940256655216217,1.0,False
365,0.15786133706569672,-0.1902981847524643,1.0,False
366,0.15761180222034454,-0.19208252429962158,1.0,False
367,0.157777801156044,-0.19414199888706207,1.0,False
368,0.15765231847763062,-0.214549258351326,1.0,False
369,0.15777023136615753,-0.2022404819726944,1.0,False
370,0.1577272266149521,-0.1976996809244156,1.0,False
371,0.15752296149730682,-0.1989438384771347,1.0,False
372,0.157504603266716,-0.18730022013187408,1.0,False
373,0.15731914341449738,-0.17784598469734192,1.0,False
374,0.15786559879779816,-0.18310007452964783,1.0,False
375,0.15801750123500824,-0.1879696398973465,1.0,False
376,0.1574515700340271,-0.19186629354953766,1.0,False
377,0.15764588117599487,-0.19386610388755798,1.0,False
378,0.15757231414318085,-0.18674571812152863,1.0,False
379,0.1578817516565323,-0.20976990461349487,1.0,False
380,0.15805207192897797,-0.20766615867614746,1.0,False
381,0.1577906757593155,-0.20203520357608795,1.0,False
382,0.15798749029636383,-0.20298512279987335,1.0,False
383,0.15796369314193726,-0.20029033720493317,1.0,False
384,0.1580483615398407,-0.2037612646818161,1.0,False
385,0.1580343097448349,-0.17589518427848816,1.0,False
386,0.1580601930618286,-0.1641802340745926,1.0,False
387,0.1579223871231079,-0.1849534511566162,1.0,False
388,0.15783965587615967,-0.2024824172258377,1.0,False
389,0.1577540785074234,-0.21912647783756256,1.0,False
390,0.15777544677257538,-0.19955439865589142,1.0,False
391,0.15766911208629608,-0.21016192436218262,1.0,False
392,0.15780623257160187,-0.1777305155992508,1.0,False
393,0.15778884291648865,-0.18806858360767365,1.0,False
394,0.15799108147621155,-0.17582306265830994,1.0,False
395,0.15794037282466888,-0.17595098912715912,1.0,False
396,0.15776048600673676,-0.19524164497852325,1.0,False
397,0.1577543467283249,-0.20227959752082825,1.0,False
398,0.157721608877182,-0.19319026172161102,1.0,False
399,0.1578376442193985,-0.1792871654033661,1.0,False
400,0.14780941605567932,-0.22300539910793304,1.0,False
401,0.14756835997104645,-0.2692902386188507,1.0,False
402,0.14742791652679443,-0.2361978441476822,1.0,False
403,0.1477033793926239,-0.24563610553741455,1.0,False
404,0.1476348638534546,-0.24975834786891937,1.0,False
405,0.14728929102420807,-0.2299559861421585,1.0,False
406,0.1474684327840805,-0.2740669846534729,1.0,False
407,0.14769022166728973,-0.23974409699440002,1.0,False
408,0.14766840636730194,-0.2429725080728531,1.0,False
409,0.1475342959165573,-0.23344384133815765,1.0,False
410,0.14749543368816376,-0.24374809861183167,1.0,False
411,0.14726121723651886,-0.24980390071868896,1.0,False
412,0.14751915633678436,-0.23821216821670532,1.0,False
413,0.1473558098077774,-0.21714161336421967,1.0,False
414,0.1475563496351242,-0.2327897697687149,1.0,False
415,0.14732228219509125,-0.18838690221309662,1.0,False
416,0.14742396771907806,-0.24942375719547272,1.0,False
417,0.1473141759634018,-0.24096648395061493,1.0,False
418,0.14695274829864502,-0.23959530889987946,1.0,False
419,0.14722998440265656,-0.27030447125434875,1.0,False
420,0.1472076028585434,-0.25966376066207886,1.0,False
421,0.14727133512496948,-0.26566728949546814,1.0,False
422,0.14703424274921417,-0.2453995794057846,1.0,False
423,0.14738939702510834,-0.2434617131948471,1.0,False
424,0.14753954112529755,-0.22757266461849213,1.0,False
425,0.1476607471704483,-0.26687097549438477,1.0,False
426,0.1478847712278366,-0.2914589047431946,1.0,False
427,0.14777924120426178,-0.2354198843240738,1.0,False
428,0.14787299931049347,-0.23926620185375214,1.0,False
429,0.14774049818515778,-0.2606785297393799,1.0,False
430,0.14777995645999908,-0.25516149401664734,1.0,False
431,0.14770977199077606,-0.2618601322174072,1.0,False
432,0.14764606952667236,-0.26951342821121216,1.0,False
433,0.14779210090637207,-0.23554553091526031,1.0,False
434,0.14713536202907562,-0.1983870267868042,1.0,False
435,0.14722606539726257,-0.24951328337192535,1.0,False
436,0.14720571041107178,-0.22873340547084808,1.0,False
437,0.14738361537456512,-0.2434079647064209,1.0,False
438,0.14727085828781128,-0.25730183720588684,1.0,False
439,0.14707456529140472,-0.2548847794532776,1.0,False
440,0.14723579585552216,-0.2491532862186432,1.0,False
441,0.14766989648342133,-0.25919824838638306,1.0,False
442,0.1476382166147232,-0.20930413901805878,1.0,False
443,0.14750464260578156,-0.2512277364730835,1.0,False
444,0.14738829433918,-0.23724913597106934,1.0,False
445,0.14752574265003204,-0.23070140182971954,1.0,False
446,0.1475955992937088,-0.2808251976966858,1.0,False
447,0.1472230702638626,-0.262112021446228,1.0,False
448,0.14736026525497437,-0.23509235680103302,1.0,False
449,0.14758403599262238,-0.24672694504261017,1.0,False
450,0.1475013643503189,-0.21035028994083405,1.0,False
451,0.1472499519586563,-0.27536576986312866,1.0,False
452,0.14736291766166687,-0.22436760365962982,1.0,False
453,0.14744216203689575,-0.26806074380874634,1.0,False
454,0.14763517677783966,-0.2574760317802429,1.0,False
455,0.1476442813873291,-0.266879677772522,1.0,False
456,0.1474694460630417,-0.27566760778427124,1.0,False
457,0.14744353294372559,-0.24407343566417694,1.0,False
458,0.14749182760715485,-0.2471594363451004,1.0,False
459,0.14733676612377167,-0.2587977647781372,1.0,False
460,0.14785216748714447,-0.2292606383562088,1.0,False
461,0.14773638546466827,-0.2671683132648468,1.0,False
462,0.14784014225006104,-0.258689284324646,1.0,False
463,0.14774735271930695,-0.23979951441287994,1.0,False
464,0.1477758288383484,-0.2733466625213623,1.0,False
465,0.14755146205425262,-0.2461531013250351,1.0,False
466,0.1471763551235199,-0.26276320219039917,1.0,False
467,0.1480696201324463,-0.22152739763259888,1.0,False
468,0.1477842777967453,-0.23233185708522797,1.0,False
469,0.14779172837734222,-0.24361993372440338,1.0,False
470,0.14804665744304657,-0.22614027559757233,1.0,False
471,0.1479182243347168,-0.269090473651886,1.0,False
472,0.14813292026519775,-0.2605215609073639,1.0,False
473,0.1483248770236969,-0.24498163163661957,1.0,False
474,0.1484113484621048,-0.2653011083602905,1.0,False
475,0.14849001169204712,-0.24352948367595673,1.0,False
476,0.1481567919254303,-0.2574339509010315,1.0,False
477,0.14823761582374573,-0.2747976779937744,1.0,False
478,0.14814116060733795,-0.2207070142030716,1.0,False
479,0.14824563264846802,-0.25618547201156616,1.0,False
480,0.13381020724773407,-0.31048473715782166,1.0,False
481,0.1338070034980774,-0.3110079765319824,1.0,False
482,0.13333778083324432,-0.2995045483112335,1.0,False
483,0.1334569752216339,-0.3078635632991791,1.0,False
484,0.13334611058235168,-0.2999538481235504,1.0,False
485,0.13331042230129242,-0.3036092519760132,1.0,False
486,0.1338273286819458,-0.31333428621292114,1.0,False
487,0.1333073228597641,-0.2737746834754944,1.0,False
488,0.13365502655506134,-0.3165362775325775,1.0,False
489,0.13342218101024628,-0.3045786917209625,1.0,False
490,0.13370400667190552,-0.29326269030570984,1.0,False
491,0.13340289890766144,-0.274115651845932,1.0,False
492,0.1337643414735794,-0.301259309053421,1.0,False
493,0.13597948849201202,-0.23865407705307007,1.0,False
494,0.1338045746088028,-0.2740798890590668,1.0,False
495,0.13285177946090698,-0.29529738426208496,1.0,False
496,0.13266721367835999,-0.2825400233268738,1.0,False
497,0.1323954313993454,-0.3042497932910919,1.0,False
498,0.13186655938625336,-0.280394583940506,1.0,False
499,0.13199937343597412,-0.3116426169872284,1.0,False
500,0.1324353665113449,-0.314558744430542,1.0,False
501,0.13197404146194458,-0.2923952341079712,1.0,False
502,0.13176172971725464,-0.2991708815097809,1.0,False
503,0.131911501288414,-0.3237857222557068,1.0,False
504,0.1320294588804245,-0.3457324206829071,1.0,False
505,0.13246381282806396,-0.3359166383743286,1.0,False
506,0.13166408240795135,-0.34107494354248047,1.0,False
507,0.13195961713790894,-0.3032982647418976,1.0,False
508,0.13225381076335907,-0.3243442475795746,1.0,False
509,0.132609561085701,-0.3161889612674713,1.0,False
510,0.13256607949733734,-0.30407485365867615,1.0,False
511,0.13202238082885742,-0.3115874230861664,1.0,False
512,0.13205116987228394,-0.32012248039245605,1.0,False
513,0.13183660805225372,-0.3011550009250641,1.0,False
514,0.13246828317642212,-0.2705654501914978,1.0,False
515,0.13239701092243195,-0.2962372601032257,1.0,False
516,0.13237273693084717,-0.2969117760658264,1.0,False
517,0.13249559700489044,-0.2965417206287384,1.0,False
